Title,URL,date
【APEX】ランク行ったりカジュったり【LVG / 花芽すみれ】,https://www.youtube.com/watch?v=UFJlQQ6kwXo,20200714
【PUBG】やるたびに久々のゲーム【LVG / 花芽すみれ】,https://www.youtube.com/watch?v=Ncl73URzmJ0,20200715
【VALORANT】ハービンジャーすみれ #4【LVG / 花芽すみれ】,https://www.youtube.com/watch?v=9QAVNm_POq8,20200717
【APEX】わたしは昨日６００pt溶かした女です【LVG / 花芽すみれ】,https://www.youtube.com/watch?v=K6qfZi_2beU,20200718
【APEX】行ッッッくぞ～～～～【LVG / 花芽すみれ】,https://www.youtube.com/watch?v=rHfffXpMplM,20200719
わわわ,https://www.youtube.com/watch?v=uQj6F4EsNjA,20200721
【APEX】一ノ瀬ときゅぴでカジュり！【LVG / 花芽すみれ】,https://www.youtube.com/watch?v=T1qSc-5k5gM,20200722
【APEX】うあああああ後輩がデキました【LVG / 花芽すみれ】,https://www.youtube.com/watch?v=cplTl-J1jbo,20200723
【APEX】大会がｱﾁﾁすぎる【LVG / 花芽すみれ】,https://www.youtube.com/watch?v=cT0WawLSfAA,20200724
【APEX】solo rank dia...【LVG / 花芽すみれ】,https://www.youtube.com/watch?v=2MLkjSao7ww,20200725
【APEX】solo rank dia💎【LVG / 花芽すみれ】,https://www.youtube.com/watch?v=i4MAGut-QBI,20200726
【APEX】最協決定戦ティム練【LVG / 花芽すみれ】,https://www.youtube.com/watch?v=Gu0Ld09OTSU,20200727
【APEX】最協決定戦ティム練 #2【LVG / 花芽すみれ】,https://www.youtube.com/watch?v=sLvy6jE6fn4,20200728
夜,https://www.youtube.com/watch?v=JCf9lHVAP58,20200730
【APEX】withあどみんさんカワセさん【LVG / 花芽すみれ】,https://www.youtube.com/watch?v=XMOz6b_bbYg,20200810
【APEX】俺たちぶるーあいず【LVG / 花芽すみれ】,https://www.youtube.com/watch?v=1WmLheCdzjQ,20200812
【APEX】静かに【LVG / 花芽すみれ】,https://www.youtube.com/watch?v=Ao2R3xXIGXo,20200813
【APEX】非常にのんびりプレイ【LVG / 花芽すみれ】,https://www.youtube.com/watch?v=4c36n0g-JMI,20200814
【APEX】らんちゃとえいむくんと【LVG / 花芽すみれ】,https://www.youtube.com/watch?v=N4sbDnFe62Q,20200814
【雪山人狼】呼吸のように嘘を吐け【LVG / 花芽すみれ】,https://www.youtube.com/watch?v=qNiPI1MEj04,20200818
【VALORANT】ハービンジャーすみれ #6【LVG / 花芽すみれ】,https://www.youtube.com/watch?v=IykhgQKDzxs,20200825
のあすみホラー映画鑑賞会（コワイ）,https://www.youtube.com/watch?v=B3UflWiNrSI,20200831
【PUBG】 5億年ぶりに起動する【LVG / 花芽すみれ】,https://www.youtube.com/watch?v=GcMVmgO2nSQ,20200906
【APEX】おいす～～！！！！【LVG / 花芽すみれ】,https://www.youtube.com/watch?v=PyEyS9gxr-I,20200919
the stanley parable#1【LVG / 花芽すみれ】,https://www.youtube.com/watch?v=apVzc0GQX9g,20200921
